image_names,cell_type,xmin,xmax,ymin,ymax
00176.jpg,RBC,242,347,222,325
00176.jpg,RBC,464,556,43,137
00176.jpg,RBC,531,631,186,288
00176.jpg,RBC,23,124,88,195
00176.jpg,RBC,377,478,234,341
00176.jpg,RBC,59,160,196,303
00176.jpg,RBC,289,393,1,86
00176.jpg,RBC,152,256,274,360
00176.jpg,RBC,320,429,387,480
00176.jpg,RBC,190,322,412,480
00176.jpg,RBC,64,170,365,480
00176.jpg,WBC,107,324,34,234
00176.jpg,WBC,306,460,102,246
00176.jpg,Platelets,604,637,385,417
00177.jpg,RBC,375,498,115,215
00177.jpg,RBC,279,399,264,392
00177.jpg,RBC,447,560,189,307
00177.jpg,RBC,121,256,341,442
00177.jpg,RBC,1,75,101,244
00177.jpg,RBC,323,453,6,122
00177.jpg,RBC,452,537,1,119
00177.jpg,RBC,542,640,259,383
00177.jpg,RBC,550,640,124,233
00177.jpg,RBC,553,640,1,85
00177.jpg,RBC,306,425,377,480
00177.jpg,Platelets,506,536,156,187
00177.jpg,Platelets,385,438,217,264
00177.jpg,WBC,176,372,92,268
00178.jpg,RBC,26,124,293,386
00178.jpg,RBC,293,416,345,449
00178.jpg,RBC,519,640,189,315
00178.jpg,RBC,480,601,27,153
00178.jpg,RBC,402,510,1,78
00178.jpg,RBC,327,429,250,343
00178.jpg,RBC,414,549,275,377
00178.jpg,RBC,554,640,342,443
00178.jpg,RBC,3,99,391,480
00178.jpg,RBC,72,174,19,130
00178.jpg,RBC,144,273,189,305
00178.jpg,RBC,122,237,319,413
00179.jpg,RBC,65,165,42,177
00179.jpg,RBC,373,488,1,83
00179.jpg,RBC,227,346,3,107
00179.jpg,RBC,487,606,128,232
00179.jpg,RBC,175,294,288,392
00179.jpg,RBC,94,212,387,480
00179.jpg,RBC,311,420,351,465
00179.jpg,RBC,49,155,273,360
00179.jpg,RBC,165,273,77,185
00179.jpg,RBC,106,248,168,293
00179.jpg,RBC,466,575,397,480
00179.jpg,RBC,557,640,202,307
00179.jpg,WBC,253,466,143,351
00179.jpg,Platelets,70,108,15,53
00180.jpg,RBC,38,149,197,320
00180.jpg,RBC,31,143,73,174
00180.jpg,RBC,108,202,45,141
00180.jpg,RBC,378,472,136,232
00180.jpg,RBC,166,282,290,379
00180.jpg,RBC,42,158,391,480
00180.jpg,RBC,524,640,62,158
00180.jpg,RBC,243,373,203,319
00180.jpg,RBC,306,411,341,447
00180.jpg,RBC,516,633,158,263
00180.jpg,WBC,173,387,1,131
00182.jpg,RBC,161,286,75,185
00182.jpg,RBC,48,179,78,207
00182.jpg,RBC,516,637,183,296
00182.jpg,RBC,173,291,351,449
00182.jpg,RBC,47,165,361,459
00182.jpg,RBC,1,118,11,109
00182.jpg,RBC,439,580,10,132
00182.jpg,RBC,315,436,242,344
00182.jpg,RBC,519,624,378,472
00182.jpg,WBC,293,498,57,260
00183.jpg,RBC,234,343,307,423
00183.jpg,RBC,415,550,219,359
00183.jpg,RBC,69,178,126,242
00183.jpg,RBC,288,397,1,97
00183.jpg,RBC,572,640,330,434
00183.jpg,RBC,101,214,378,480
00183.jpg,RBC,58,156,8,108
00183.jpg,WBC,251,471,91,306
00183.jpg,Platelets,142,177,53,87
00183.jpg,Platelets,549,600,237,285
00184.jpg,RBC,323,433,70,173
00184.jpg,RBC,441,572,119,219
00184.jpg,RBC,119,231,164,265
00184.jpg,RBC,1,89,263,361
00184.jpg,RBC,451,563,297,398
00184.jpg,RBC,308,420,327,428
00184.jpg,RBC,65,165,315,414
00184.jpg,RBC,490,590,1,99
00184.jpg,RBC,284,384,161,260
00184.jpg,WBC,93,296,1,173
00187.jpg,Platelets,74,109,313,352
00187.jpg,WBC,159,403,229,468
00187.jpg,RBC,401,495,57,168
00187.jpg,RBC,442,547,65,190
00187.jpg,RBC,192,306,137,248
00187.jpg,RBC,22,136,46,157
00187.jpg,RBC,134,248,48,159
00187.jpg,RBC,459,565,267,366
00189.jpg,RBC,385,502,66,191
00189.jpg,RBC,261,367,73,157
00189.jpg,RBC,483,587,156,303
00189.jpg,RBC,380,480,269,372
00189.jpg,RBC,80,192,1,81
00189.jpg,RBC,447,522,410,480
00189.jpg,RBC,203,334,350,456
00189.jpg,RBC,318,406,338,433
00189.jpg,RBC,1,100,142,253
00189.jpg,RBC,506,606,21,132
00189.jpg,RBC,566,640,392,480
00189.jpg,WBC,188,387,165,340
00189.jpg,RBC,100,206,198,282
00189.jpg,RBC,139,265,304,413
00190.jpg,RBC,256,373,16,118
00190.jpg,RBC,412,506,37,136
00190.jpg,RBC,115,208,10,99
00190.jpg,RBC,515,632,144,285
00190.jpg,RBC,373,484,237,344
00190.jpg,RBC,502,613,45,152
00190.jpg,RBC,45,144,94,198
00190.jpg,RBC,465,576,315,422
00190.jpg,RBC,161,272,302,409
00190.jpg,RBC,322,433,331,438
00190.jpg,RBC,114,236,392,480
00190.jpg,RBC,482,603,414,480
00190.jpg,WBC,181,396,115,326
00190.jpg,Platelets,480,526,208,252
00191.jpg,RBC,353,462,1,101
00191.jpg,RBC,296,402,98,235
00191.jpg,RBC,303,424,264,382
00191.jpg,RBC,49,171,62,195
00191.jpg,RBC,205,299,21,117
00191.jpg,RBC,562,640,1,86
00191.jpg,RBC,173,292,171,285
00191.jpg,RBC,540,640,269,360
00191.jpg,RBC,514,633,342,439
00191.jpg,RBC,304,383,384,480
00191.jpg,RBC,574,640,158,278
00191.jpg,RBC,1,69,337,455
00191.jpg,RBC,1,70,132,224
00191.jpg,RBC,256,350,11,107
00191.jpg,WBC,423,572,76,213
00192.jpg,RBC,137,243,352,453
00192.jpg,RBC,217,319,214,331
00192.jpg,RBC,280,381,105,204
00192.jpg,RBC,397,506,82,176
00192.jpg,RBC,484,603,2,114
00192.jpg,RBC,538,640,340,443
00192.jpg,RBC,48,179,244,371
00192.jpg,RBC,1,116,178,296
00192.jpg,RBC,398,512,335,445
00192.jpg,RBC,297,411,21,131
00192.jpg,RBC,1,91,318,427
00192.jpg,WBC,412,613,177,355
00192.jpg,Platelets,86,133,375,415
00193.jpg,RBC,159,258,300,399
00193.jpg,RBC,480,584,297,379
00193.jpg,RBC,130,238,183,286
00193.jpg,RBC,210,326,196,324
00193.jpg,RBC,376,489,305,403
00193.jpg,RBC,136,238,55,143
00193.jpg,RBC,359,483,1,97
00193.jpg,WBC,360,571,124,317
00193.jpg,WBC,418,640,382,479
00195.jpg,RBC,142,258,354,447
00195.jpg,RBC,27,138,373,463
00195.jpg,RBC,208,324,90,183
00195.jpg,RBC,387,504,41,149
00195.jpg,RBC,417,510,154,263
00195.jpg,RBC,553,640,228,355
00195.jpg,RBC,140,238,194,296
00195.jpg,RBC,239,337,284,386
00195.jpg,RBC,53,153,305,395
00195.jpg,RBC,273,386,20,140
00195.jpg,WBC,337,469,269,402
00195.jpg,Platelets,134,167,194,227
00195.jpg,WBC,555,640,89,213
00196.jpg,RBC,503,617,39,148
00196.jpg,RBC,319,433,56,165
00196.jpg,RBC,52,166,133,242
00196.jpg,RBC,131,245,315,424
00196.jpg,RBC,201,315,188,297
00196.jpg,RBC,233,347,124,233
00196.jpg,RBC,128,229,45,153
00196.jpg,RBC,251,355,385,479
00196.jpg,RBC,460,564,140,234
00196.jpg,RBC,543,640,158,267
00196.jpg,WBC,317,562,222,441
00197.jpg,RBC,12,110,317,411
00197.jpg,RBC,1,70,191,323
00197.jpg,RBC,305,430,123,236
00197.jpg,RBC,392,494,248,356
00197.jpg,RBC,172,272,292,409
00197.jpg,RBC,520,640,184,294
00197.jpg,RBC,314,419,1,86
00197.jpg,RBC,75,208,84,182
00197.jpg,RBC,51,177,149,279
00197.jpg,RBC,276,402,311,412
00197.jpg,RBC,170,294,1,77
00197.jpg,Platelets,205,244,418,463
00197.jpg,Platelets,271,309,62,103
00197.jpg,WBC,400,557,7,159
00198.jpg,RBC,268,377,5,100
00198.jpg,RBC,478,587,99,194
00198.jpg,RBC,116,225,385,480
00198.jpg,RBC,309,439,116,226
00198.jpg,RBC,382,489,61,149
00198.jpg,RBC,354,467,1,88
00198.jpg,RBC,176,285,76,171
00198.jpg,RBC,164,267,127,239
00198.jpg,RBC,431,549,295,410
00198.jpg,RBC,415,524,410,480
00198.jpg,RBC,300,427,403,480
00198.jpg,RBC,568,640,168,269
00198.jpg,RBC,40,131,340,434
00198.jpg,RBC,62,165,151,285
00198.jpg,Platelets,261,295,394,434
00198.jpg,WBC,243,452,208,400
00199.jpg,RBC,469,580,40,130
00199.jpg,RBC,375,488,55,154
00199.jpg,RBC,299,412,223,322
00199.jpg,RBC,477,578,239,328
00199.jpg,RBC,549,640,150,268
00199.jpg,RBC,405,519,165,281
00199.jpg,RBC,43,156,350,449
00199.jpg,RBC,85,192,1,96
00199.jpg,RBC,249,372,352,459
00199.jpg,RBC,420,544,340,468
00199.jpg,WBC,73,304,63,283
00199.jpg,Platelets,336,371,136,167
00200.jpg,RBC,115,237,1,97
00200.jpg,RBC,138,254,400,480
00200.jpg,RBC,547,640,242,347
00200.jpg,RBC,1,119,107,190
00200.jpg,RBC,183,305,134,231
00200.jpg,RBC,64,186,324,421
00200.jpg,RBC,248,362,307,410
00200.jpg,RBC,494,613,22,140
00200.jpg,RBC,548,636,111,208
00200.jpg,Platelets,263,299,89,126
00200.jpg,WBC,345,553,264,446
00201.jpg,RBC,302,406,9,100
00201.jpg,RBC,13,131,213,337
00201.jpg,RBC,60,149,338,452
00201.jpg,RBC,1,89,358,472
00201.jpg,RBC,169,275,157,253
00201.jpg,RBC,388,494,135,231
00201.jpg,RBC,501,604,313,416
00201.jpg,RBC,250,347,204,298
00201.jpg,RBC,59,155,25,128
00201.jpg,WBC,324,523,225,425
00201.jpg,Platelets,607,640,132,165
00201.jpg,Platelets,564,598,419,460
00202.jpg,RBC,8,117,119,222
00202.jpg,RBC,276,385,1,103
00202.jpg,RBC,408,521,40,152
00202.jpg,RBC,550,640,218,326
00202.jpg,RBC,441,540,234,332
00202.jpg,RBC,261,369,161,266
00202.jpg,RBC,264,371,238,360
00202.jpg,RBC,203,321,318,409
00202.jpg,RBC,286,405,375,480
00202.jpg,RBC,111,250,158,296
00202.jpg,RBC,457,593,124,242
00202.jpg,RBC,213,322,77,180
00202.jpg,WBC,389,604,341,480
00203.jpg,RBC,420,528,58,156
00203.jpg,RBC,463,571,121,219
00203.jpg,RBC,266,377,1,71
00203.jpg,RBC,292,403,43,114
00203.jpg,RBC,459,567,351,444
00203.jpg,RBC,12,120,206,306
00203.jpg,RBC,130,238,75,175
00203.jpg,RBC,506,610,222,333
00203.jpg,RBC,1,107,11,147
00203.jpg,WBC,170,386,262,453
00203.jpg,Platelets,291,330,132,171
00203.jpg,Platelets,390,429,181,220
00204.jpg,RBC,4,110,376,475
00204.jpg,RBC,294,400,50,149
00204.jpg,RBC,146,231,208,286
00204.jpg,RBC,485,584,308,407
00204.jpg,RBC,567,640,193,294
00204.jpg,RBC,429,528,65,164
00204.jpg,RBC,524,623,15,106
00204.jpg,RBC,337,441,1,96
00204.jpg,RBC,37,139,142,256
00204.jpg,RBC,61,192,38,176
00204.jpg,RBC,136,216,395,476
00204.jpg,RBC,435,548,180,266
00204.jpg,RBC,435,527,426,477
00204.jpg,RBC,598,640,60,152
00204.jpg,WBC,253,439,255,430
00204.jpg,Platelets,266,304,54,83
00204.jpg,Platelets,1,29,250,282
00205.jpg,RBC,157,250,140,245
00205.jpg,RBC,1,93,209,314
00205.jpg,RBC,73,168,299,415
00205.jpg,RBC,359,454,352,448
00205.jpg,RBC,379,473,133,247
00205.jpg,RBC,280,376,122,229
00205.jpg,RBC,348,450,229,337
00205.jpg,RBC,416,518,234,342
00205.jpg,RBC,447,549,365,473
00205.jpg,RBC,316,416,1,64
00205.jpg,RBC,26,133,58,166
00205.jpg,RBC,423,524,1,81
00205.jpg,RBC,498,600,1,66
00205.jpg,WBC,150,337,238,426
00206.jpg,RBC,167,289,298,410
00206.jpg,RBC,1,104,295,398
00206.jpg,RBC,443,547,49,152
00206.jpg,RBC,395,499,71,174
00206.jpg,RBC,337,451,110,239
00206.jpg,RBC,187,313,141,254
00206.jpg,RBC,93,198,1,95
00206.jpg,RBC,186,299,52,154
00206.jpg,RBC,313,421,1,85
00206.jpg,RBC,285,379,263,355
00206.jpg,RBC,291,391,326,417
00206.jpg,RBC,291,391,376,467
00206.jpg,RBC,409,509,388,479
00206.jpg,RBC,74,179,296,409
00206.jpg,WBC,482,640,268,453
00206.jpg,Platelets,453,491,292,329
00206.jpg,Platelets,247,280,7,50
00207.jpg,RBC,199,291,69,173
00207.jpg,RBC,1,92,117,221
00207.jpg,RBC,80,214,1,122
00207.jpg,RBC,195,292,171,287
00207.jpg,RBC,205,304,404,479
00207.jpg,RBC,101,226,324,437
00207.jpg,RBC,467,566,135,236
00207.jpg,RBC,521,640,198,319
00207.jpg,RBC,374,475,201,303
00207.jpg,RBC,306,429,378,480
00207.jpg,RBC,348,461,47,155
00207.jpg,Platelets,512,550,79,119
00207.jpg,WBC,424,639,308,480
00208.jpg,RBC,96,198,279,377
00208.jpg,RBC,143,254,1,108
00208.jpg,RBC,241,352,1,84
00208.jpg,RBC,372,486,1,77
00208.jpg,RBC,15,110,163,248
00208.jpg,RBC,362,461,298,398
00208.jpg,RBC,266,365,320,420
00208.jpg,RBC,27,115,394,480
00208.jpg,RBC,177,308,160,286
00208.jpg,RBC,332,430,395,480
00208.jpg,RBC,401,499,395,480
00208.jpg,RBC,436,534,225,310
00208.jpg,RBC,492,628,1,70
00208.jpg,WBC,244,475,79,247
00208.jpg,Platelets,122,157,13,52
00209.jpg,RBC,141,236,99,203
00209.jpg,RBC,84,181,3,101
00209.jpg,RBC,251,345,1,93
00209.jpg,RBC,373,467,11,104
00209.jpg,RBC,551,634,110,194
00209.jpg,RBC,528,633,313,408
00209.jpg,RBC,191,296,281,376
00209.jpg,RBC,55,160,372,467
00209.jpg,RBC,330,455,128,225
00209.jpg,RBC,200,300,347,433
00209.jpg,RBC,121,241,192,320
00209.jpg,WBC,285,474,225,407
00210.jpg,RBC,300,423,67,169
00210.jpg,RBC,466,589,85,187
00210.jpg,RBC,458,581,145,247
00210.jpg,RBC,414,536,260,345
00210.jpg,RBC,188,284,193,298
00210.jpg,RBC,88,184,236,341
00210.jpg,RBC,28,124,48,153
00210.jpg,RBC,228,331,397,480
00210.jpg,RBC,201,303,102,193
00210.jpg,RBC,283,390,279,380
00210.jpg,RBC,559,640,330,444
00210.jpg,RBC,2,112,359,463
00210.jpg,WBC,343,558,335,479
00211.jpg,RBC,86,187,283,385
00211.jpg,RBC,43,144,180,282
00211.jpg,RBC,213,314,16,118
00211.jpg,RBC,84,185,42,144
00211.jpg,RBC,541,640,138,253
00211.jpg,RBC,541,640,337,452
00211.jpg,RBC,452,551,18,133
00211.jpg,RBC,515,636,16,140
00211.jpg,RBC,184,282,175,270
00211.jpg,RBC,210,308,266,361
00211.jpg,RBC,429,534,333,436
00211.jpg,RBC,265,344,114,223
00211.jpg,WBC,279,403,202,308
00212.jpg,RBC,226,338,141,240
00212.jpg,RBC,183,319,40,156
00212.jpg,RBC,327,439,143,247
00212.jpg,RBC,505,611,291,393
00212.jpg,RBC,534,638,387,480
00212.jpg,RBC,165,268,402,480
00212.jpg,RBC,273,389,293,390
00212.jpg,RBC,1,95,1,93
00212.jpg,RBC,410,517,236,360
00212.jpg,RBC,349,458,1,111
00212.jpg,RBC,562,640,71,188
00212.jpg,RBC,525,624,174,292
00212.jpg,RBC,108,226,169,285
00212.jpg,Platelets,233,281,1,46
00212.jpg,WBC,329,541,355,480
00214.jpg,RBC,206,333,125,236
00214.jpg,RBC,87,186,201,299
00214.jpg,RBC,2,98,1,96
00214.jpg,RBC,31,155,98,195
00214.jpg,RBC,284,380,258,344
00214.jpg,RBC,252,356,306,418
00214.jpg,RBC,237,341,361,473
00214.jpg,RBC,390,508,226,311
00214.jpg,RBC,487,600,408,480
00214.jpg,RBC,429,570,301,420
00214.jpg,RBC,340,445,372,480
00214.jpg,RBC,513,633,1,98
00214.jpg,RBC,146,249,341,446
00214.jpg,RBC,307,410,11,116
00214.jpg,RBC,32,135,272,377
00214.jpg,Platelets,253,294,47,94
00214.jpg,Platelets,1,34,75,123
00214.jpg,WBC,365,564,64,232
00215.jpg,RBC,407,519,57,158
00215.jpg,RBC,303,386,62,163
00215.jpg,RBC,262,357,401,480
00215.jpg,RBC,239,329,187,293
00215.jpg,RBC,230,305,56,147
00215.jpg,RBC,486,586,255,367
00215.jpg,RBC,448,541,355,441
00215.jpg,RBC,537,636,403,480
00215.jpg,RBC,396,495,429,480
00215.jpg,RBC,315,408,293,379
00215.jpg,RBC,368,464,258,361
00215.jpg,RBC,4,101,383,480
00215.jpg,RBC,1,66,262,378
00215.jpg,WBC,63,287,267,467
00215.jpg,Platelets,452,493,147,186
00215.jpg,Platelets,579,628,254,294
00216.jpg,RBC,192,292,376,473
00216.jpg,RBC,301,419,320,424
00216.jpg,RBC,433,510,273,358
00216.jpg,RBC,434,528,368,454
00216.jpg,RBC,507,574,381,454
00216.jpg,RBC,554,640,297,401
00216.jpg,RBC,115,210,166,275
00216.jpg,RBC,9,104,330,439
00216.jpg,RBC,23,121,254,356
00216.jpg,RBC,129,234,275,370
00216.jpg,RBC,96,186,337,415
00216.jpg,RBC,169,264,110,219
00216.jpg,RBC,320,426,1,108
00216.jpg,RBC,531,624,48,164
00216.jpg,RBC,79,203,26,134
00216.jpg,WBC,274,473,101,334
00217.jpg,RBC,251,360,341,451
00217.jpg,RBC,319,433,408,479
00217.jpg,RBC,407,516,327,437
00217.jpg,RBC,413,497,234,324
00217.jpg,RBC,318,427,247,357
00217.jpg,RBC,203,312,85,195
00217.jpg,RBC,156,262,107,211
00217.jpg,RBC,281,384,1,70
00217.jpg,RBC,389,498,91,201
00217.jpg,RBC,443,549,1,81
00217.jpg,RBC,31,153,126,222
00217.jpg,RBC,106,221,18,125
00217.jpg,WBC,73,234,242,391
00218.jpg,RBC,166,284,236,336
00218.jpg,RBC,32,153,194,313
00218.jpg,RBC,135,236,340,442
00218.jpg,RBC,51,152,304,406
00218.jpg,RBC,558,640,157,254
00218.jpg,RBC,446,541,102,196
00218.jpg,RBC,255,370,1,110
00218.jpg,RBC,73,195,43,160
00218.jpg,RBC,150,231,150,230
00218.jpg,RBC,561,640,383,480
00218.jpg,WBC,415,606,224,400
00219.jpg,RBC,47,146,204,313
00219.jpg,RBC,256,367,154,263
00219.jpg,RBC,285,400,384,480
00219.jpg,RBC,169,289,384,480
00219.jpg,RBC,396,522,384,479
00219.jpg,RBC,156,272,55,157
00219.jpg,RBC,1,102,1,99
00219.jpg,RBC,454,537,304,390
00219.jpg,WBC,326,558,1,243
00220.jpg,RBC,11,128,73,189
00220.jpg,RBC,116,254,25,143
00220.jpg,RBC,547,640,337,429
00220.jpg,RBC,469,570,176,269
00220.jpg,RBC,214,321,190,283
00220.jpg,RBC,166,269,140,243
00220.jpg,RBC,354,458,330,437
00220.jpg,RBC,467,569,97,217
00220.jpg,RBC,445,538,299,409
00220.jpg,WBC,262,467,17,221
00220.jpg,Platelets,27,72,190,236
00220.jpg,Platelets,545,593,418,453
00221.jpg,RBC,156,261,369,461
00221.jpg,RBC,516,632,213,319
00221.jpg,RBC,534,640,323,433
00221.jpg,RBC,457,563,290,400
00221.jpg,RBC,362,484,336,444
00221.jpg,RBC,114,222,107,214
00221.jpg,RBC,97,208,215,340
00221.jpg,RBC,401,508,1,113
00221.jpg,RBC,136,238,1,71
00221.jpg,RBC,201,331,38,155
00221.jpg,WBC,272,473,137,354
00221.jpg,Platelets,181,219,287,332
00222.jpg,RBC,397,512,1,117
00222.jpg,RBC,136,251,270,386
00222.jpg,RBC,242,357,270,386
00222.jpg,RBC,335,469,335,452
00222.jpg,RBC,465,559,290,403
00222.jpg,RBC,38,150,78,175
00222.jpg,RBC,293,385,1,68
00222.jpg,RBC,397,512,120,236
00222.jpg,RBC,1,73,161,275
00222.jpg,Platelets,43,111,411,472
00222.jpg,Platelets,200,239,408,449
00222.jpg,Platelets,79,125,174,228
00222.jpg,Platelets,609,640,121,169
00222.jpg,WBC,140,340,27,230
00223.jpg,RBC,115,226,345,427
00223.jpg,RBC,1,112,318,400
00223.jpg,RBC,265,344,377,476
00223.jpg,RBC,9,130,89,194
00223.jpg,RBC,84,205,166,271
00223.jpg,RBC,499,620,172,277
00223.jpg,RBC,431,552,159,264
00223.jpg,RBC,287,384,203,284
00223.jpg,RBC,32,154,1,94
00223.jpg,RBC,531,613,68,172
00223.jpg,RBC,536,639,332,455
00223.jpg,RBC,388,488,408,480
00223.jpg,Platelets,217,256,73,115
00223.jpg,Platelets,519,562,36,85
00223.jpg,WBC,251,458,1,173
00224.jpg,WBC,243,388,128,291
00224.jpg,Platelets,300,334,87,130
00225.jpg,RBC,41,137,272,371
00225.jpg,RBC,46,152,335,438
00225.jpg,RBC,193,299,330,433
00225.jpg,RBC,206,312,252,355
00225.jpg,RBC,156,241,251,340
00225.jpg,RBC,415,517,191,283
00225.jpg,RBC,505,633,172,264
00225.jpg,RBC,176,277,93,192
00225.jpg,RBC,1,98,112,227
00225.jpg,RBC,20,149,12,115
00225.jpg,RBC,536,640,67,183
00225.jpg,RBC,487,615,386,472
00225.jpg,RBC,349,453,306,422
00225.jpg,WBC,262,543,1,217
00226.jpg,RBC,51,138,159,267
00226.jpg,RBC,210,332,274,382
00226.jpg,RBC,515,605,186,288
00226.jpg,RBC,423,528,161,265
00226.jpg,RBC,359,480,377,480
00226.jpg,RBC,254,378,409,480
00226.jpg,RBC,146,237,409,480
00226.jpg,RBC,69,148,424,480
00226.jpg,RBC,115,210,89,172
00226.jpg,RBC,209,319,1,83
00226.jpg,RBC,101,204,1,70
00226.jpg,RBC,355,458,1,70
00226.jpg,RBC,498,580,357,455
00226.jpg,RBC,384,478,286,378
00226.jpg,RBC,476,579,84,181
00226.jpg,WBC,210,390,79,268
00226.jpg,Platelets,26,96,277,340
00227.jpg,RBC,311,429,95,210
00227.jpg,RBC,1,95,59,157
00227.jpg,RBC,72,192,33,133
00227.jpg,RBC,52,153,380,473
00227.jpg,RBC,424,546,403,479
00227.jpg,RBC,522,612,52,145
00227.jpg,RBC,411,501,172,265
00227.jpg,RBC,83,181,160,249
00227.jpg,RBC,8,113,309,403
00227.jpg,RBC,492,597,176,270
00227.jpg,RBC,425,522,1,87
00227.jpg,WBC,152,388,237,454
00228.jpg,RBC,209,313,347,436
00228.jpg,RBC,285,405,278,376
00228.jpg,RBC,106,215,269,389
00228.jpg,RBC,103,204,170,276
00228.jpg,RBC,52,150,78,181
00228.jpg,RBC,504,602,303,406
00228.jpg,RBC,403,507,155,262
00228.jpg,RBC,294,403,145,251
00228.jpg,RBC,361,470,360,466
00228.jpg,RBC,28,137,255,361
00228.jpg,RBC,34,143,1,62
00229.jpg,RBC,106,215,282,409
00229.jpg,RBC,402,518,152,259
00229.jpg,RBC,462,554,68,178
00229.jpg,RBC,323,438,87,201
00229.jpg,RBC,524,617,275,387
00229.jpg,RBC,24,110,306,410
00229.jpg,RBC,115,218,111,214
00229.jpg,RBC,33,165,201,293
00229.jpg,RBC,226,337,1,64
00229.jpg,RBC,362,496,344,463
00229.jpg,Platelets,225,268,194,233
00229.jpg,Platelets,510,549,430,465
00229.jpg,WBC,192,363,256,417
00230.jpg,RBC,154,270,246,356
00230.jpg,RBC,128,226,150,241
00230.jpg,RBC,11,135,1,91
00230.jpg,RBC,461,560,32,125
00230.jpg,RBC,462,563,311,407
00230.jpg,RBC,287,397,339,439
00230.jpg,RBC,8,145,201,308
00230.jpg,RBC,1,91,107,198
00230.jpg,RBC,436,537,216,312
00230.jpg,RBC,365,476,27,124
00230.jpg,WBC,196,413,57,272
00231.jpg,RBC,408,536,135,250
00231.jpg,RBC,239,361,38,125
00231.jpg,RBC,371,488,23,136
00231.jpg,RBC,484,601,21,134
00231.jpg,RBC,107,197,238,355
00231.jpg,RBC,1,92,137,235
00231.jpg,RBC,582,640,232,326
00231.jpg,RBC,72,177,1,86
00231.jpg,WBC,172,406,209,427
00232.jpg,RBC,509,614,177,291
00232.jpg,RBC,448,563,1,102
00232.jpg,RBC,340,453,261,371
00232.jpg,RBC,239,344,364,471
00232.jpg,RBC,123,228,362,469
00232.jpg,RBC,137,242,44,151
00232.jpg,RBC,212,326,149,259
00232.jpg,RBC,458,562,275,374
00232.jpg,RBC,415,519,332,431
00232.jpg,WBC,1,176,60,304
00233.jpg,RBC,1,89,164,257
00233.jpg,RBC,46,171,67,177
00233.jpg,RBC,289,396,88,196
00233.jpg,RBC,357,454,185,271
00233.jpg,RBC,97,230,320,441
00233.jpg,RBC,13,99,324,395
00233.jpg,WBC,218,332,181,320
00233.jpg,Platelets,106,181,236,309
00233.jpg,Platelets,51,89,34,79
00234.jpg,RBC,158,244,156,254
00234.jpg,RBC,98,184,156,254
00234.jpg,RBC,146,243,350,447
00234.jpg,RBC,324,421,383,480
00234.jpg,RBC,257,340,224,338
00234.jpg,RBC,513,612,266,378
00234.jpg,RBC,578,640,86,196
00234.jpg,WBC,318,540,187,379
00234.jpg,RBC,137,242,69,164
00234.jpg,RBC,238,343,54,149
00234.jpg,RBC,299,413,22,118
00235.jpg,RBC,1,89,166,283
00235.jpg,RBC,147,251,207,326
00235.jpg,RBC,480,604,343,468
00235.jpg,WBC,232,469,102,336
00236.jpg,RBC,514,633,187,293
00236.jpg,RBC,381,486,53,191
00236.jpg,RBC,222,354,16,137
00236.jpg,RBC,51,126,140,221
00236.jpg,RBC,1,63,100,208
00236.jpg,RBC,406,518,208,313
00236.jpg,Platelets,100,131,415,445
00236.jpg,WBC,190,434,211,434
00236.jpg,Platelets,577,618,417,455
00237.jpg,RBC,1,70,276,379
00237.jpg,RBC,182,310,355,458
00237.jpg,RBC,101,199,222,327
00237.jpg,RBC,515,620,177,293
00237.jpg,RBC,358,453,402,480
00237.jpg,RBC,71,179,399,480
00237.jpg,RBC,1,92,1,103
00237.jpg,RBC,405,509,191,294
00237.jpg,RBC,189,317,242,350
00237.jpg,RBC,301,418,314,417
00237.jpg,RBC,98,177,163,236
00237.jpg,WBC,206,437,51,272
00239.jpg,RBC,360,469,170,286
00239.jpg,RBC,375,479,1,110
00239.jpg,RBC,239,362,156,294
00239.jpg,RBC,478,581,188,284
00239.jpg,RBC,449,541,86,183
00239.jpg,RBC,146,246,24,117
00239.jpg,RBC,51,167,267,354
00239.jpg,RBC,169,258,234,312
00239.jpg,RBC,174,264,283,396
00239.jpg,RBC,573,640,198,336
00239.jpg,RBC,93,208,113,238
00239.jpg,WBC,242,457,266,471
00240.jpg,RBC,373,477,277,385
00240.jpg,RBC,188,313,267,390
00240.jpg,RBC,279,404,149,272
00240.jpg,RBC,141,270,1,71
00240.jpg,RBC,74,170,236,326
00240.jpg,RBC,39,135,111,201
00240.jpg,RBC,144,240,311,401
00240.jpg,RBC,443,539,364,454
00240.jpg,Platelets,343,380,270,302
00240.jpg,WBC,371,613,1,192
00241.jpg,RBC,396,492,113,207
00241.jpg,RBC,183,277,119,285
00241.jpg,RBC,377,482,204,315
00241.jpg,RBC,490,624,91,235
00241.jpg,RBC,527,640,1,97
00241.jpg,RBC,92,202,264,370
00241.jpg,WBC,249,446,25,205
00242.jpg,RBC,331,425,110,199
00242.jpg,RBC,212,325,318,433
00242.jpg,RBC,138,262,54,177
00242.jpg,RBC,101,180,16,87
00242.jpg,RBC,276,380,14,122
00242.jpg,RBC,444,534,96,189
00242.jpg,RBC,531,640,309,415
00242.jpg,RBC,559,640,212,311
00242.jpg,RBC,463,556,228,323
00242.jpg,RBC,539,639,107,202
00242.jpg,RBC,465,565,422,480
00242.jpg,RBC,445,547,317,415
00242.jpg,RBC,1,99,158,273
